street,number,plz,place,canton,rooms,area,price
Waldschulweg,15,8032,Zürich,ZH,2.5,58,1945
Im eisernen Zeit,15,8057,Zürich,ZH,1.5,35,1950
Bombachstrasse,4,8049,Zürich,ZH,3,69,1950
Sihlfeldstrasse,141,8004,Zürich,ZH,3,72,1950
Kügeliloostrasse,19,8046,Zürich,ZH,3,69,1950
Goldbrunnenstrasse,134,8055,Zürich,ZH,2.5,55,1950
Zwinglistrasse,27,8004,Zürich,ZH,2.5,40,1950
Sallenbachstr.,1,8055,Zürich,ZH,3.5,80,1950
Bläsistrasse,29,8049,Zürich,ZH,3.5,82,1952
Langgrütstrasse,173,8047,Zürich,ZH,3,66,1955
Birchstr.,191,8050,Zürich,ZH,2.5,75,1955
Regensdorferstrasse,175,8049,Zürich,ZH,3,65,1967
Bellariastrasse,11,8002,Zürich,ZH,3,69,1970
Rieterstrasse,87,8002,Zürich,ZH,2,36,1970
Predigerplatz,34,8001,Zürich,ZH,1,45,1970
Giblenstrasse,55,8049,Zürich,ZH,4.5,102,1975
Buchzelgstr.,39,8053,Zürich,ZH,4,93,1980
Leutschenbachstrasse,50,8050,Zürich,ZH,2.5,62,1980
Schaufelbergerstrasse,56,8055,Zürich,ZH,3,73,1980
Geeringstrasse,54,8049,Zürich,ZH,3.5,100,1987
Saumackerstrasse,55,8048,Zürich,ZH,2,55,1990
Bombachhalde,12,8049,Zürich,ZH,4,77,1990
Restelbergstrasse,79,8044,Zürich,ZH,1.5,61,1990
Stettbacherrain,12,8051,Zürich,ZH,4.5,89,1996
Feldblumenstrasse,21,8048,Zürich,ZH,4,100,2000
Balgriststrasse,62,8008,Zürich,ZH,3,60,2005
Regulastrasse,6,8046,Zürich,ZH,2.5,70,2009
Glatttalstrasse,88,8052,Zürich,ZH,3.5,78,2040
Allenmoosstrasse,116,8057,Zürich,ZH,2.5,56,2040
Dörflistrasse,31,8057,Zürich,ZH,3,77,2050
Schaffhauserstrasse,613,8052,Zürich,ZH,3.5,110,2055
Gerechtigkeitsgasse,8,8001,Zürich,ZH,1,17,2063
Etzelstrasse,7,8038,Zürich,ZH,2.5,65,2075
Minervastrasse,40,8032,Zürich,ZH,2,48,2080
Loorenstr.,45,8053,Zürich,ZH,3.5,101,2080
Balberstrasse,68,8038,Zürich,ZH,4,67,2080
Eulenweg,23,8048,Zürich,ZH,2.5,80,2090
Schwandenholzstrasse,220,8046,Zürich,ZH,3.5,82,2090
Geeringstr.,87,8049,Zürich,ZH,3.5,78,2095
Luegislandstr.,23,8051,Zürich,ZH,3.5,82,2100
Schaffhauserstrasse,502,8052,Zürich,ZH,2.5,71,2110
Im eisernen Zeit,15,8057,Zürich,ZH,1.5,45,2110
Imbisbühlstr.,141,8049,Zürich,ZH,4,86,2110
Albisriederstrasse,181,8047,Zürich,ZH,2.5,56,2120
Stettbachstr.,73,8051,Zürich,ZH,3.5,88,2125
Naglerwiesenstrasse,34,8049,Zürich,ZH,3.5,80,2146
Bergellerstrasse,32,8049,Zürich,ZH,2.5,61,2150
Bächlerstrasse,62,8046,Zürich,ZH,3,69,2150
Salerstrasse,21,8050,Zürich,ZH,3,66,2150
Grundstr.,11,8048,Zürich,ZH,3,64,2150
Schwamendingenstrasse,10,8050,Zürich,ZH,2.5,67,2155
Bahnhaldenstrasse,29,8052,Zürich,ZH,3.5,80,2160
Wehntalerstrasse,457,8046,Zürich,ZH,4,94,2180
Albisriederstrasse,50,8003,Zürich,ZH,3,75,2190
Albisriederstrasse,50,8003,Zürich,ZH,3,75,2190
Albisriederstrasse,50,8003,Zürich,ZH,3,75,2190
Im Trichtisal,7,8053,Zürich,ZH,2,64,2190
Balberstrasse,74,8038,Zürich,ZH,4,69,2190
Eugen-Huber-Strasse,64,8048,Zürich,ZH,1.5,36,2195
Bachmattstrasse,66,8048,Zürich,ZH,3.5,70,2200
Aehrenweg,9,8050,Zürich,ZH,3.5,73,2200
Schauenbergstrasse,40,8046,Zürich,ZH,2.5,61,2200
Weidmannstrasse,11,8046,Zürich,ZH,2.5,80,2201
Bergstrasse,68,8032,Zürich,ZH,2.5,88,2216
Im Sträler,26,8047,Zürich,ZH,3,74,2230
Niederdorfstr.,48,8001,Zürich,ZH,1.5,44,2240
Nelkenstrasse,20,8006,Zürich,ZH,1.5,25,2250
Edenstrasse,9,8045,Zürich,ZH,2,67,2250
Nelkenstrasse,20,8006,Zürich,ZH,1.5,25,2250
Bahnhaldenstrasse,31,8052,Zürich,ZH,2.5,60,2260
Giblenstrasse,7,8049,Zürich,ZH,3.5,90,2262
Greifenseestr.,57,8050,Zürich,ZH,3,79,2270
Niederdorfstrasse,82,8001,Zürich,ZH,2,50,2280
Witikonerstrasse,64,8032,Zürich,ZH,4,105,2290
Bellariastrasse,13,8002,Zürich,ZH,5,98,2295
Allmendstrasse,154,8041,Zürich,ZH,2.5,75,2300
Glatttalstr.,118,8052,Zürich,ZH,4.5,111,2300
Hügelstr.,43,8002,Zürich,ZH,3,80,2310
Schwandenholzstrasse,206,8046,Zürich,ZH,4.5,133,2320
Badenerstrasse,581,8048,Zürich,ZH,2.5,74,2330
Brinerstrasse,19,8003,Zürich,ZH,2.5,53,2340
Gladbachstr.,96,8044,Zürich,ZH,2.5,54,2350
Stettbachstr.,73,8051,Zürich,ZH,3.5,92,2352
Bachmannweg,5,8046,Zürich,ZH,3.5,96,2360
Flühgasse,60,8008,Zürich,ZH,3,60,2370
Niederdorfstrasse,82,8001,Zürich,ZH,2,50,2380
Mühlebachstr.,26,8008,Zürich,ZH,2,52,2380
Freyastrasse,8,8004,Zürich,ZH,1,28,2390
Militärstrasse,24,8004,Zürich,ZH,2,23,2390
Etzelstr.,28,8038,Zürich,ZH,2,61,2390
Schöneggstrasse,15,8004,Zürich,ZH,3.5,79,2390
Rötelstr.,5,8006,Zürich,ZH,3.5,68,2395
Schaffhauserstrasse,8,8006,Zürich,ZH,3,75,2400
Albisriederstrasse,292,8047,Zürich,ZH,3,60,2400
Seilergraben,49,8001,Zürich,ZH,2,50,2400
Katzenbachstrasse,227,8052,Zürich,ZH,3.5,107,2420
Regensbergstr.,67,8050,Zürich,ZH,3.5,84,2430
Seefeldstrasse,47,8008,Zürich,ZH,2,60,2440
Badenerstrasse,434,8004,Zürich,ZH,2.5,91,2446
Klosbachstrasse,90,8032,Zürich,ZH,2,48,2450
Niederhofenrain,8,8008,Zürich,ZH,3.5,84,2460
Albisriederstr.,166,8003,Zürich,ZH,3.5,77,2460
Mööslistrasse,1,8038,Zürich,ZH,3,74,2461
Heerenschürlistrasse,2,8051,Zürich,ZH,2.5,98,2480
Feldblumenweg,7,8048,Zürich,ZH,3.5,75,2480
Seebacherstrasse,66,8052,Zürich,ZH,3.5,100,2480
Turbinenstrasse,33,8005,Zürich,ZH,2.5,72,2505
Wildbachstrasse,22,8008,Zürich,ZH,3,71,2510
Ãberlandstrasse,437,8051,Zürich,ZH,3.5,98,2555
Biberlinstrasse,16,8032,Zürich,ZH,2.5,95,2561
Eierbrechtstrasse,59,8053,Zürich,ZH,3.5,92,2570
Hungerbergstr.,27,8046,Zürich,ZH,2.5,61,2570
Bergellerstrasse,32,8049,Zürich,ZH,3.5,76,2600
Badenerstrasse,434,8004,Zürich,ZH,2.5,91,2600
Altstetterstrasse,209,8048,Zürich,ZH,3.5,88,2600
Allenmoosstrasse,5,8057,Zürich,ZH,2.5,58,2600
Tuchmacherstrasse,40,8041,Zürich,ZH,3.5,91,2600
Mühlackerstrasse,102,8046,Zürich,ZH,4.5,119,2620
Schwandenholzstrasse,222,8046,Zürich,ZH,4.5,116,2620
Balgriststrasse,37,8008,Zürich,ZH,2.5,69,2640
Birmensdorferstrasse,123,8003,Zürich,ZH,2.5,60,2640
Tuchmacherstrasse,40,8041,Zürich,ZH,3.5,91,2650
Im Trichtisal,7,8053,Zürich,ZH,2.5,79,2680
Rieterstrasse,87,8002,Zürich,ZH,2.5,47,2690
Hofackerstrasse,40,8032,Zürich,ZH,3,78,2690
Hugostrasse,9,8050,Zürich,ZH,4,105,2690
Ruedi Walter-Str.,2,8050,Zürich,ZH,3.5,101,2700
Klebestrasse,17,8041,Zürich,ZH,5.5,126,2707
Seefeldstrasse,124,8008,Zürich,ZH,3,74,2710
Rebgasse,8,8004,Zürich,ZH,2.5,57,2730
Heerenschürlistrasse,4,8051,Zürich,ZH,4.5,109,2735
Waffenplatzstrasse,82,8002,Zürich,ZH,3.5,62,2750
Lavaterstr.,63,8002,Zürich,ZH,1.5,62,2760
Klosbachstrasse,10,8032,Zürich,ZH,3,70,2767
Binzmühlestrasse,103,8050,Zürich,ZH,3.5,108,2770
Tulpenstrasse,43,8051,Zürich,ZH,3.5,100,2775
Ottostrasse,17,8005,Zürich,ZH,3,62,2780
Schoffelgasse,7,8001,Zürich,ZH,2.5,57,2780
Mühlebachstrasse,50,8008,Zürich,ZH,1,35,2800
Rämistrasse,36,8001,Zürich,ZH,2.5,77,2830
Rötelstrasse,30,8006,Zürich,ZH,4,112,2850
Hagenholzstr.,94,8050,Zürich,ZH,3.5,118,2852
Weinbergstrasse,72,8006,Zürich,ZH,3.5,92,2860
Nebelbachstrasse,3,8008,Zürich,ZH,3,85,2860
Tulpenstrasse,43,8051,Zürich,ZH,2.5,115,2865
Allmendstrasse,152,8041,Zürich,ZH,3.5,101,2880
Leutschenbachstrasse,50,8050,Zürich,ZH,3.5,86,2895
Meierwiesenstrasse,58,8064,Zürich,ZH,4.5,115,2895
Etzelsteig,1,8038,Zürich,ZH,3.5,75,2895
Etzelsteig,1,8038,Zürich,ZH,3.5,75,2895
Weinbergstrasse,68,8006,Zürich,ZH,1.5,35,2900
Naphtastrasse,10,8005,Zürich,ZH,2.5,70,2900
Etzelsteig,1,8038,Zürich,ZH,3.5,76,2920
Töpferstrasse,44,8045,Zürich,ZH,2,55,2950
Limmatquai,48,8001,Zürich,ZH,2.5,70,2950
Seefeldstrasse,134,8008,Zürich,ZH,3,89,2970
Geibelstrasse,1,8037,Zürich,ZH,3.5,86,2980
Limmattalstr.,52,8049,Zürich,ZH,4.5,95,2990
Universitätstrasse,84,8006,Zürich,ZH,3.5,104,2990
Wehntalerstrasse,13,8057,Zürich,ZH,2,48,2990
Vulkanstrasse,110,8048,Zürich,ZH,1.5,44,3000
Geeringstr.,81,8049,Zürich,ZH,5,130,3000
Tobelhofstr.,15,8044,Zürich,ZH,3.5,112,3010
Karl-Stauffer-Strasse,6,8008,Zürich,ZH,3.5,91,3030
Grosswiesenstrasse,167,8051,Zürich,ZH,4.5,120,3046
Hochfarbstrasse,14,8006,Zürich,ZH,2,45,3050
Seefeldstrasse,47,8008,Zürich,ZH,3,75,3050
Seestrasse,292,8038,Zürich,ZH,4,80,3053
Wiesliacher,81,8053,Zürich,ZH,6,160,3064
Seestrasse,315,8038,Zürich,ZH,2.5,88,3081
Albisstrasse,33,8038,Zürich,ZH,4,107,3100
Gerechtigkeitsgasse,8,8001,Zürich,ZH,1,30,3100
Allenmoosstrasse,5,8057,Zürich,ZH,3.5,76,3115
Winterthurerstr.,16,8006,Zürich,ZH,3,83,3127
Pfingstweidstrasse,98,8005,Zürich,ZH,2.5,68,3150
Badenerstrasse,565,8048,Zürich,ZH,3.5,93,3160
Sophie Täuber-Strasse,10,8050,Zürich,ZH,4.5,125,3180
Witikonerstrasse,15,8032,Zürich,ZH,2.5,73,3196
Fellenbergstrasse,265,8047,Zürich,ZH,2,55,3200
Forchstrasse,261,8032,Zürich,ZH,1,95,3210
Rötelsteig,19,8037,Zürich,ZH,4.5,112,3220
Alfred Escher-Str.,46,8002,Zürich,ZH,4.5,105,3230
Neunbrunnenstr.,157,8050,Zürich,ZH,5.5,144,3240
Hügelstr.,8,8002,Zürich,ZH,3.5,98,3250
Etzelsteig,1,8038,Zürich,ZH,3.5,95,3285
Am Holbrig,6,8049,Zürich,ZH,3.5,86,3290
Storchengasse,4,8001,Zürich,ZH,2.5,55,3300
Zurlindenstr.,111,8003,Zürich,ZH,2.5,97,3368
Eierbrechtstrasse,70,8053,Zürich,ZH,4.5,133,3369
Karl-Stauffer-Strasse,8,8008,Zürich,ZH,2.5,83,3380
Schaffhauserstrasse,6,8006,Zürich,ZH,4,105,3385
Schaffhauserstrasse,6,8006,Zürich,ZH,4,105,3385
Turbinenstrasse,60,8005,Zürich,ZH,3.5,103,3395
Vulkanstrasse,110,8048,Zürich,ZH,2.5,65,3400
Vulkanstrasse,110,8048,Zürich,ZH,2.5,61,3400
Restelbergstrasse,82,8044,Zürich,ZH,3.5,105,3400
Hornbachstrasse,56,8008,Zürich,ZH,4,101,3400
Emil-Rütti-Weg,2,8050,Zürich,ZH,3.5,142,3430
Albisriederstrasse,181,8047,Zürich,ZH,2.5,96,3430
Grosswiesenstrasse,167,8051,Zürich,ZH,4.5,126,3440
Hedwigstrasse,21,8032,Zürich,ZH,3.5,106,3440
Witikonerstrasse,64,8032,Zürich,ZH,3.5,104,3445
Etzelstrasse,3,8038,Zürich,ZH,3.5,104,3460
Ruedi Walter-Str.,4,8050,Zürich,ZH,4.5,141,3470
Mutschellenstrasse,14,8002,Zürich,ZH,3.5,160,3470
Sihlhallenstrasse,28,8004,Zürich,ZH,3.5,106,3490
Fellenbergstrasse,267,8047,Zürich,ZH,2.5,90,3500
Fellenbergstrasse,265,8047,Zürich,ZH,3,70,3500
Drahtzugstrasse,16,8008,Zürich,ZH,3.5,109,3500
Grabenwies,8,8057,Zürich,ZH,4.5,117,3510
Winzerhalde,99,8049,Zürich,ZH,3.5,106,3520
Turbinenstrasse,60,8005,Zürich,ZH,2.5,80,3550
Soldanellstrasse,3,8048,Zürich,ZH,3.5,98,3580
Forchstr.,26,8008,Zürich,ZH,3.5,75,3599
Hochfarbstrasse,14,8006,Zürich,ZH,2.5,55,3600
Klosbachstrasse,43,8032,Zürich,ZH,2.5,60,3600
Töpferstrasse,44,8045,Zürich,ZH,3,65,3600
Herzogstrasse,7,8044,Zürich,ZH,3.5,104,3600
Neumarkt,24,8001,Zürich,ZH,3.5,96,3600
Alderstrasse,28,8008,Zürich,ZH,3.5,95,3620
Naphtastr.,4,8005,Zürich,ZH,4.5,115,3630
Kreuzstrasse,40,8008,Zürich,ZH,2.5,82,3650
Leutschenbachstrasse,50,8050,Zürich,ZH,1,136,3655
Gladbachstr.,96,8044,Zürich,ZH,4.5,111,3690
Weidmannstrasse,15,8046,Zürich,ZH,5.5,147,3690
Lindenstr.,21,8008,Zürich,ZH,2.5,71,3690
Vulkanstrasse,110,8048,Zürich,ZH,1.5,88,3700
Eggbühlstrasse,1,8050,Zürich,ZH,4.5,109,3720
Mühlebachstrasse,30,8008,Zürich,ZH,2,55,3750
Pfingstweidstrasse,94,8005,Zürich,ZH,4.5,104,3790
Eierbrechtstrasse,59,8053,Zürich,ZH,4.5,132,3800
Fritz Fleiner-Weg,11,8044,Zürich,ZH,3.5,95,3830
Werdstrasse,121,8003,Zürich,ZH,3.5,76,3850
Mainaustrasse,18,8008,Zürich,ZH,2.5,60,3850
Fröhlichstrasse,51,8008,Zürich,ZH,2.5,58,3850
Im Glockenacker,21,8053,Zürich,ZH,3.5,92,3860
August-Forel-Strasse,23,8008,Zürich,ZH,4.5,130,3880
Friedhofstr.,12,8048,Zürich,ZH,4.5,131,3895
Seestrasse,43,8002,Zürich,ZH,4.5,100,3900
Balgriststrasse,37,8008,Zürich,ZH,4.5,109,3910
Pfingstweidstrasse,106,8005,Zürich,ZH,3.5,107,3920
Limmatquai,16,8001,Zürich,ZH,2.5,61,3950
Siriusstrasse,6,8044,Zürich,ZH,4.5,95,3950
Stockerstrasse,34,8002,Zürich,ZH,3.5,99,3963
Mühlegasse,5,8001,Zürich,ZH,3,98,3990
Glattstegweg,89,8051,Zürich,ZH,4.5,162,3990
Schulhausstrasse,53,8002,Zürich,ZH,4.5,130,3990
Münchhaldenstrasse,15,8008,Zürich,ZH,2.5,55,4000
Kronenstrasse,37,8006,Zürich,ZH,3,70,4000
Etzelstr.,28,8038,Zürich,ZH,4,108,4030
Delphinstrasse,12,8008,Zürich,ZH,3.5,100,4060
Krähbühlstr.,55,8044,Zürich,ZH,3,108,4070
Mühlebachstr.,19,8008,Zürich,ZH,3.5,104,4080
Stampfenbachplatz,4,8006,Zürich,ZH,3.5,96,4116
Reinhold Frei-Str.,66,8049,Zürich,ZH,5.5,146,4125
Akazienstrasse,6,8008,Zürich,ZH,4.5,118,4135
Arvenweg,1,8048,Zürich,ZH,4,120,4140
Mühlebachstrasse,50,8008,Zürich,ZH,2.5,70,4150
Limmattalstrasse,1,8049,Zürich,ZH,5.5,133,4190
Winzerhalde,101,8049,Zürich,ZH,3.5,130,4195
Mühlebachstrasse,30,8008,Zürich,ZH,2.5,70,4250
Wehrenbachhalde,59,8053,Zürich,ZH,6,145,4273
Imbisbühlstrasse,110,8049,Zürich,ZH,4.5,131,4284
Pfingstweidstrasse,106,8005,Zürich,ZH,3.5,118,4287
Lavaterstrasse,83,8002,Zürich,ZH,4,210,4290
Tödistrasse,23,8002,Zürich,ZH,3.5,99,4380
Weststrasse,117,8003,Zürich,ZH,4.5,101,4390
Rotbuchstrasse,3,8006,Zürich,ZH,3,128,4450
Carmenstrasse,36,8032,Zürich,ZH,5.5,172,4460
Drusbergstrasse,107,8053,Zürich,ZH,3.5,126,4500
Zentralstrasse,37,8003,Zürich,ZH,3.5,142,4640
Lindenstrasse,21,8008,Zürich,ZH,3.5,112,4650
Winkelriedstrasse,36,8006,Zürich,ZH,4.5,121,4700
Turbinenstrasse,60,8005,Zürich,ZH,2.5,82,4720
Schulhausstrasse,14,8002,Zürich,ZH,3,87,4730
Hardturmstrasse,5,8005,Zürich,ZH,3.5,155,4740
Fritz Fleiner-Weg,7,8044,Zürich,ZH,4.5,110,4750
Höschgasse,50,8008,Zürich,ZH,3.5,85,4750
Zollikerstrasse,19,8008,Zürich,ZH,3,125,4760
Im Trichtisal,7,8053,Zürich,ZH,3.5,131,4890
Baurstrasse,32,8008,Zürich,ZH,3.5,82,4900
Libellenweg,8,8048,Zürich,ZH,6.5,222,4900
Im Trichtisal,7,8053,Zürich,ZH,4.5,154,4930
Berghaldenstrasse,58,8053,Zürich,ZH,7.5,200,4980
Fritz-Fleiner-Weg,7,8044,Zürich,ZH,4.5,114,4980
Kreuzstrasse,40,8008,Zürich,ZH,5.5,122,5030
Schaffhauserstrasse,6,8006,Zürich,ZH,5,150,5120
Neunbrunnenstrasse,38,8050,Zürich,ZH,3.5,127,5180
Hardturmstrasse,5,8005,Zürich,ZH,3.5,132,5340
Hardturmstrasse,5,8005,Zürich,ZH,4.5,143,5390
Limmatquai,16,8001,Zürich,ZH,4.5,96,5400
Mühlebachstr.,28,8008,Zürich,ZH,4.5,128,5440
Seefeldstrasse,277,8008,Zürich,ZH,4.5,154,5668
Limmatquai,16,8001,Zürich,ZH,3.5,96,5700
Scheideggstrasse,70,8002,Zürich,ZH,6,205,5800
Signaustrasse,10,8008,Zürich,ZH,5.5,146,5800
Michelstr.,21,8049,Zürich,ZH,4.5,153,5860
Seestrasse,457,8038,Zürich,ZH,1,176,5920
Etzelstrasse,30,8038,Zürich,ZH,6,210,6100
Seestrasse,457,8002,Zürich,ZH,1,203,6175
Parkring,59,8002,Zürich,ZH,5.5,195,6450
Hadlaubstrasse,2,8044,Zürich,ZH,7,230,6740
Utoquai,37,8008,Zürich,ZH,3.5,169,8930
Universitätstrasse,65,8006,Zürich,ZH,5.5,189,8980
Hohenbühlstr.,7,8032,Zürich,ZH,5.5,155,9250
Bahnhofstr.,16,8001,Zürich,ZH,5,212,10450
Utoquai,37,8008,Zürich,ZH,8,310,12800
Neptunstrasse,46,8032,Zürich,ZH,1,10,750
tobelhofstrasse,254,8044,Zürich,ZH,1.5,27,971
Pelikanstrasse,37,8001,Zürich,ZH,1,36,1050
Horburgstr.,13,4057,Basel,BS,4,100,2060
Muespacherstrasse,40,4055,Basel,BS,3,72,1770
Horburgstrasse,21,4057,Basel,BS,3.5,92,1820
Laupenring,15,4054,Basel,BS,3,83,1755
Elsässerstrasse,93,4056,Basel,BS,5.5,125,2990
Wilhelm His-Strasse,3,4056,Basel,BS,2.5,78,1660
Sperrstrasse,61,4057,Basel,BS,3,68,1460
Gellertstrasse,82,4052,Basel,BS,4.5,107,2620
Müllheimerstrasse,143,4057,Basel,BS,6.5,179,4300
Waldshuterstr.,4,4058,Basel,BS,3,75,1495
Oetlingerstr.,44,4057,Basel,BS,3,73,1590
Spalentorweg,46,4051,Basel,BS,4,105,2880
Steinenvorstadt,51,4051,Basel,BS,3,87,3065
Clarastrasse,15,4058,Basel,BS,3,70,1610
Erikastrasse,5,4057,Basel,BS,2.5,62,1650
Arlesheimerstrasse,7,4053,Basel,BS,3,72,1690
Nonnenweg,8,4055,Basel,BS,3.5,94,2760
Pruntruterstrasse,16,4053,Basel,BS,2,55,1600
Blumenrain,34,4051,Basel,BS,2,91,1970
Pelikanweg,4,4054,Basel,BS,3.5,120,2590
Rennweg,89,4052,Basel,BS,4.5,113,2750
Lothringerplatz,2,4056,Basel,BS,4.5,112,2640
Rudolfstrasse,44,4054,Basel,BS,3.5,71,1620
Voltastrasse,84,4056,Basel,BS,4.5,135,3390
Luzernerring,101,4056,Basel,BS,3,93,1910
Lehenmattstrasse,141,4052,Basel,BS,3.5,73,1560
Friedensgasse,35,4056,Basel,BS,3.5,65,1610
Rosentalstrasse,17,4058,Basel,BS,3.5,90,2780
Klingentalstrasse,74,4057,Basel,BS,4.5,124,2450
Klingentalstrasse,74,4057,Basel,BS,2,52,1480
Drahtzugstrasse,22,4057,Basel,BS,3,64,1615
Wettsteinallee,121,4058,Basel,BS,1,16,180
Südquaistrasse,2,4057,Basel,BS,1,27,650
Elisabethenstrasse,41,4051,Basel,BS,1,20,680
Sperrstrasse,77,4057,Basel,BS,1,30,730
Liesbergerstr.,11,4053,Basel,BS,1,28,730
Florastrasse,11,4057,Basel,BS,1,29,740
Leuengasse,8,4057,Basel,BS,1,26,740
Rastatterstrasse,17,4057,Basel,BS,1,30,740
Sperrstrasse,69,4057,Basel,BS,1,28,740
Wanderstrasse,4,4054,Basel,BS,1,34,750
Clarastrasse,4,4058,Basel,BS,1,20,750
Grienstrasse,41,4055,Basel,BS,1,30,780
Kohlenberggasse,23,4051,Basel,BS,1.5,18,800
Klingentalstrasse,87,4057,Basel,BS,1,29,810
Burgunderstrasse,1,4051,Basel,BS,1,37,820
Spalenring,30,4055,Basel,BS,1,29,820
Neuensteinerstrasse,27,4053,Basel,BS,1,32,820
Gundeldingerrain,10,4053,Basel,BS,1,31,830
Müllheimerstrasse,150,4057,Basel,BS,1,26,840
Lothringerstrasse,31,4056,Basel,BS,1,30,840
Lehenmattstrasse,308,4052,Basel,BS,1.5,38,840
St. Alban-Rheinweg,70,4052,Basel,BS,1,25,850
Petersgraben,21,4051,Basel,BS,1,32,850
Voltastrasse,89,4056,Basel,BS,1,33,850
Entenweidstrasse,74,4056,Basel,BS,1,30,860
Murbacherstrasse,52,4056,Basel,BS,1,30,860
Thiersteinerallee,75,4053,Basel,BS,1,29,860
Leonhardsstrasse,53,4051,Basel,BS,1.5,28,870
Inselstrasse,76,4057,Basel,BS,1.5,41,880
Missionsstrasse,44,4055,Basel,BS,1,30,900
Jacob Burckhardt-Str.,77,4052,Basel,BS,1,30,900
Strassburgerallee,75,4055,Basel,BS,1,35,910
Maulbeerstrasse,1,4058,Basel,BS,1.5,34,930
Müllheimerstrasse,91,4057,Basel,BS,2,30,950
Utengasse,44,4058,Basel,BS,1,30,950
Klingentalgraben,31,4057,Basel,BS,1,30,950
St. Johanns-Vorstadt,74,4056,Basel,BS,1,46,955
Elisabethenstrasse,39,4051,Basel,BS,1,31,980
Dornacherstrasse,89,4053,Basel,BS,1,35,980
Kleinhüningeranl.,56,4057,Basel,BS,2,46,980
Elisabethenstrasse,39,4051,Basel,BS,1,32,980
Missionsstrasse,44,4055,Basel,BS,1,30,990
Steinenvorstadt,36,4051,Basel,BS,1,32,990
Burgfelderstrasse,28,4055,Basel,BS,1,40,996
Dornacherstrasse,89,4053,Basel,BS,1.5,38,1000
Altrheinweg,86,4057,Basel,BS,2,54,1000
Austrasse,111,4051,Basel,BS,1,31,1010
Frobenstrasse,66,4053,Basel,BS,1.5,43,1020
Solothurnerstrasse,59,4053,Basel,BS,1,28,1020
St. Johanns-Vorstadt,49,4056,Basel,BS,1,38,1025
J.J. Balmer-Str.,3,4053,Basel,BS,1.5,30,1030
Vogesenstr,143,4056,Basel,BS,2,56,1050
Bäumlihofstrasse,92,4058,Basel,BS,1.5,38,1090
Oetlingerstrasse,37,4057,Basel,BS,1.5,35,1095
Clarastrasse,53,4058,Basel,BS,1,25,1100
Maulbeerstrasse,35,4058,Basel,BS,2,49,1100
Vogesenstrasse,80,4056,Basel,BS,2,49,1110
Kraftstrasse,25,4056,Basel,BS,1.5,39,1130
Blaesiring,49,4057,Basel,BS,2,48,1130
Ryffstrasse,30,4056,Basel,BS,2,45,1130
Belchenstrasse,7,4054,Basel,BS,2,34,1140
Paracelsusstrasse,64,4058,Basel,BS,2,57,1140
Vogesenstrasse,135,4056,Basel,BS,2,44,1150
Frobenstrasse,64,4053,Basel,BS,2,41,1150
Kraftstrasse,25,4056,Basel,BS,1.5,39,1150
Breisacherstrasse,6,4057,Basel,BS,2,46,1150
Schillerstrasse,2,4053,Basel,BS,2,46,1158
Erlenstrasse,80,4058,Basel,BS,2,51,1160
Missionsstrasse,8,4055,Basel,BS,1.5,31,1170
Klingentalstrasse,83,4057,Basel,BS,2,44,1170
Missionsstrasse,61,4055,Basel,BS,2,54,1170
Entenweidstr.,86,4056,Basel,BS,2,50,1170
J.J. Balmer-Strasse,6,4053,Basel,BS,2.5,47,1180
Haltingerstrasse,12,4057,Basel,BS,2.5,50,1200
Socinstrasse,2,4055,Basel,BS,2,60,1200
claragraben,60,4058,Basel,BS,1,29,1200
Riehenstrasse,116,4058,Basel,BS,2,55,1200
Vogesenstrasse,135,4056,Basel,BS,2,50,1210
Metzerstrasse,3,4056,Basel,BS,2,38,1220
Lehenmattstrasse,161,4052,Basel,BS,2,56,1220
Kohlenberggasse,23,4051,Basel,BS,2,30,1230
Hegenheimerstrasse,167,4055,Basel,BS,1,36,1230
Bündnerstrasse,63,4055,Basel,BS,2,54,1230
St. Galler-Ring,48,4055,Basel,BS,2.5,54,1230
Kraftstrasse,25,4056,Basel,BS,2,50,1240
Peter Rot Strasse,115,4058,Basel,BS,2,55,1240
Jungstrasse,41,4056,Basel,BS,2,50,1240
Riehenstr.,114,4058,Basel,BS,2,56,1245
Müllheimerstr.,93,4057,Basel,BS,2,75,1250
Kraftstrasse,25,4056,Basel,BS,2,46,1250
Bläsiring,100,4057,Basel,BS,2,37,1250
Lothringerstrasse,23,4056,Basel,BS,2,55,1250
Roggenburgstrasse,27,4055,Basel,BS,2,50,1255
Zürcherstrasse,160,4052,Basel,BS,1,54,1260
Petersgraben,21,4051,Basel,BS,2,45,1260
Missionsstrasse,8,4055,Basel,BS,1,31,1270
Riehenstrasse,163,4058,Basel,BS,2,59,1270
Erlenstrasse,58,4058,Basel,BS,2.5,57,1270
Burgfelderstr.,24,4055,Basel,BS,2,50,1280
Felsplattenstrasse,6,4055,Basel,BS,3.5,81,1290
Brombacherstrasse,42,4057,Basel,BS,3,54,1290
Hegenheimerstr.,246,4055,Basel,BS,2,56,1290
Ryffstrasse,4,4056,Basel,BS,3,55,1290
Klybeckstrasse,58,4057,Basel,BS,2.5,42,1295
Bärschwilerstrasse,14,4053,Basel,BS,1.5,60,1300
Utengasse,44,4058,Basel,BS,2.5,47,1300
Lehenmattstr.,328,4052,Basel,BS,3,63,1300
Erlenstrasse,58,4058,Basel,BS,2.5,57,1300
